圈住你
楼下等你 (Live)
How are you (Live)
雨中伦敦 (Live)
X男人 (Live)
爱的恰恰
red lips
做我女朋友（Prod.BFCat）
当这一切结束你最想见到谁
微信登录
QQ登录
微博登录
网易邮箱帐号登录
Higher Brothers-暴风雨（Han. remix）
夢
道斗道
逃离这个星球（梦境）
Get The Power
国家2020
未接来电1.0
二十年之后咯
敌意
鲁邦三世
微信登录
QQ登录
微博登录
网易邮箱帐号登录
爱你3000 (Live)
想牵着你的手 (Hold Your Hand)
治愈唱片机 (Prod. WavyTRBL) feat. Austin林凯頔
Story (Instrumental)
落日
世界末日前一天
恋爱吗（Feat:刘炫廷）
夏日奇妙夜
BF(Nobody's like you)
♡甜♡
微信登录
QQ登录
微博登录
网易邮箱帐号登录
就当我没来过
小鹿乱撞
假如你愿意（吉他版）
云上坠落
下落
淡淡的歌
先知
Hey girl
抚仙湖
记忆中的秋天
微信登录
QQ登录
微博登录
网易邮箱帐号登录
自洽
蚍蜉
万万 (2020重唱版)
再见
Don’t cry Don’t cry
灯火
恐高的鸟
在哪里都很好
污点
间奏
微信登录
QQ登录
微博登录
网易邮箱帐号登录
奶奶（Prod.byGMLY）
新浪漫主义
枕头里的梦（Prod.Furyl）
飞奔向你
what is rap
十万块
你一定能够成为你想要去成为的人
Flexing So Hard
R&B All Night
Successful
微信登录
QQ登录
微博登录
网易邮箱帐号登录
阿拉斯加海湾
一个人想着一个人 
夏天的风
万有引力
Last Dance - 徐薇（翻自 伍佰 & China Blue） 
我的果汁分你一半
风度 (完整版) (翻自 汪苏泷) 
我要你（翻自 yatessss） 
很爱很爱你（翻自 刘若英） 
好好说再见（Cover David Zee Tao）（翻自 陶喆） 
微信登录
QQ登录
微博登录
网易邮箱帐号登录
耗尽
熬夜
他只是经过
偏爱
春风十里
会不会（吉他版）
所念皆星河
不爱我
你走demo
还是分开
微信登录
QQ登录
微博登录
网易邮箱帐号登录
经济舱 (Live)
偏爱
R&B All Night
I Love You 3000 II
星球坠落 (Live)
小鹿乱撞
霓虹旅店
But U
面对面的婚礼和并排的墓碑
Moonlight
微信登录
QQ登录
微博登录
网易邮箱帐号登录
茫
耗尽
Love Story
潮湿
执迷不悟
经济舱 (Live)
会不会（吉他版）
你走demo
属于夜的人
他只是经过
微信登录
QQ登录
微博登录
网易邮箱帐号登录
Dear John（抖音男版）（翻自 比莉）
洋葱（翻自 杨宗纬）
没来得及说抱歉
与我无关（片段版）（翻自 阿冗） 
山海（翻自 草东没有派对）
海底（翻自 一支榴莲）
沉醉的青丝 (想你 念你)
声声慢 (京韵版)
画画的Baby
直到你降临（抖音催眠男版）（翻自 阿肆）
微信登录
QQ登录
微博登录
网易邮箱帐号登录
小距离
小鹿乱撞
云上坠落
世间美好与你环环相扣
你的答案
蒲公英
茶酒伴
你的安
圈住你
羡慕
微信登录
QQ登录
微博登录
网易邮箱帐号登录
熬 夜 冠 军
Do It
My Fate
我爱的你早已死在过去
Freedom【自由】
冷战
李青
当 心 動 遇 到 原 则 就 会 破 例
因为有你
他只是经过
微信登录
QQ登录
微博登录
网易邮箱帐号登录
所以你睡了没
Let Go
不怪她
普普通通
唯一 (prod.gc)
顽家
以梦为马
MOM
经济舱 (Live)
阿司匹林
微信登录
QQ登录
微博登录
网易邮箱帐号登录
把回忆拼好给你
爱我别走
天黑黑(cover)（翻自 孙燕姿） 
不值得（翻自 梦飞船） 
大眠(抖音男版)（翻自 王心凌） 
玫瑰花的葬礼
天后
那些你很冒险的梦
怎么能忘了（不插电）
天上的星星不说话（完整版）（翻自 KOZAY）
微信登录
QQ登录
微博登录
网易邮箱帐号登录
光之心
夜夜夜夜
野狼disco (Live)
男孩
逆流 (Live)
为你我受冷风吹
Hey Kong (Live)
悟空 (Live)
修炼爱情 (Live)
山人
微信登录
QQ登录
微博登录
网易邮箱帐号登录
小段
致我们终将逝去的青春 (2020重唱版)
平行又交替 (feat.A-Lin)
星星之火
烟火里的尘埃
睡不着
许愿
世界上不存在的歌 (2020重唱版)
有一件美好的事情将要发生
披星戴月的想你
微信登录
QQ登录
微博登录
网易邮箱帐号登录
当
千年等一回
一帘幽梦
雪中情
失恋阵线联盟
男儿当自强
你是风儿我是沙
笑红尘
爱江山更爱美人
向天再借五百年
微信登录
QQ登录
微博登录
网易邮箱帐号登录
神的森林
李嘉诚
War (Love Is A...!)
Last Forever (produced by Dennis Zee)
記憶
谁能明白我
uknowdat
牛鬼蛇神 (ft.笑面罗刹)
020
Dennis Zee X DoughBoy (produced by Dennis Zee)
微信登录
QQ登录
微博登录
网易邮箱帐号登录
云上坠落
纷扰
梦
愿你有故乡
早点回家
素
行走世界，最难忘回家的路
家
写给故乡的你
爷爷
微信登录
QQ登录
微博登录
网易邮箱帐号登录
RAPSTAR
天地
TIME (Live)
双手插口袋 (Live)
出手就是证明 (Live)
长河 (Live)
We Are Young (Live)
命不由天 (Live)
她妈妈不给机会 (Live)
月光+魔力 (Live)
微信登录
QQ登录
微博登录
网易邮箱帐号登录
凤凰花开的路口
我的舞台
给少年的歌
我与青春在赛跑
别让自己太过消沉
是你想成为的大人吗
你一定能够成为你想要去成为的人
最后的831 (万人合唱版)
青春（2018版）
火车驶向云外，梦安魂于九霄
微信登录
QQ登录
微博登录
网易邮箱帐号登录
不乖就打你头
小鹿乱撞
Lover Boy 88
小可爱与小领带
零几年听的情歌
马思唯（MASIWEI)-暴风雨（刘思达 Remix）
陪着你走
马尾辫
多喝热水
莫名我就喜欢你
微信登录
QQ登录
微博登录
网易邮箱帐号登录
午夜伤心电台
说唱听我的制作人Cypher-LilGhost part（翻自 派克特（PACT））
丛林法则(Prod.学生杨/言者/赵山河)
旋转椅 (Live)
我的主场 伴奏
选择门
亲密爱人2017（feat. 酷癌）
Gay爷只打字
CEO
星球坠落 (Live)
微信登录
QQ登录
微博登录
网易邮箱帐号登录
多美丽
得了吧张小姐
话语
祝你开心
麻雀
记得要微笑
倔强
最美的期待
我们都是好孩子
亲爱的树洞
微信登录
QQ登录
微博登录
网易邮箱帐号登录
李青
你甜得像蜂蜜！
江山美人
弦外知音
长河
卧龙
佳人
断桥记
雾中仙
6.白媚生
微信登录
QQ登录
微博登录
网易邮箱帐号登录
夏天的风
有些
失眠飞行
7 %
一个人想着一个人 
爱，存在
半句再见
这一生关于你的风景
尽头
单车 (Live)
微信登录
QQ登录
微博登录
网易邮箱帐号登录
你不用再给我机会（demo）
在这个年纪也许不配拥有爱情
到夜里再说
她有两颗心脏
谁 (Live版)
山
湖
R.
等
886
微信登录
QQ登录
微博登录
网易邮箱帐号登录
你（Piano Ver）
茫
你 是 温 柔 本 身
关于喜欢你
在你身边就失去超能力
三号线（吉他版）
迪士尼在逃公主
如初（demo）
一起逃命
想
微信登录
QQ登录
微博登录
网易邮箱帐号登录
焚舟纪
启
无聊人
有一件美好的事情将要发生
纸船
渺小
呓语
时间简史
梦乡
幻觉动物
微信登录
QQ登录
微博登录
网易邮箱帐号登录
如果有缘
足迹
打桩歌
情歌
Headache
No Way
野草
我我我
We?So We Hiphop
米其林羊肉串
微信登录
QQ登录
微博登录
网易邮箱帐号登录
你不用再给我机会（demo）
在这个年纪也许不配拥有爱情
是我
星球坠落 (Live)
你的前男友
宝贝快睡
真没睡
乌云中
Don't Turn Around
MOM
微信登录
QQ登录
微博登录
网易邮箱帐号登录
若是没有身份吃醋都要把握分寸
愿你能做自己的舟
分手录
你是寻不到的人间
想带你去海边吹风（Prod by Red killer）
夏 日 喝 汽 水 lofi
我 去 宇 宙 偷 星 星，放 在 夜 里 等 你♡
黑雨
失踪
烟火过境
微信登录
QQ登录
微博登录
网易邮箱帐号登录
嘻哈帝国 (Empire)
Bla'me'
B i i i i i i i i i i i i i
Classic
crush
剪刀手
西峡客(prod by 黑面蔡）
写给Jony J
穷孩子
ADIDAS 60s
微信登录
QQ登录
微博登录
网易邮箱帐号登录
夏日奇迹
极昼青春
还没说出口的再见
你曾是少年
不说再见
昨日青空 (毕业特别版)
同桌的你
北京东路的日子
夏天的味道
耿耿于怀
微信登录
QQ登录
微博登录
网易邮箱帐号登录
其实都没有
会不会（吉他版）
MOM
光良-童话（金大路 remix）
爱，存在
收敛
把回忆拼好给你
囍（Chinese Wedding）
根本你不懂得爱我（女生版）
尘埃
微信登录
QQ登录
微博登录
网易邮箱帐号登录
望你眼中风起
1022-比尔的歌（翻自 比尔）
茫（抖音和声版）（原唱：李润祺）（翻自 蓝心羽）
很爱很爱你（翻自 刘若英） 
比尔的歌（翻自 Bomb比尔）
天上的星星不说话（李飘飘版）（翻自 俞天时Kozay/Rarpid望江晴）
耗尽
忽然之间（Cover 莫文蔚）
独家记忆（翻自 陈小春） 
天外来物
微信登录
QQ登录
微博登录
网易邮箱帐号登录
情歌（刘大壮抖音版）（翻自 梁静茹）
刘大壮-孤独（翻自 涂迅）
刘大壮-小宇(片段)
刘大壮-说了再见(片段)
三号线（吉他版）
我很好（吉他版）
会不会（吉他版）
我有多么爱你
可不可以（翻自 廖文强）
巴啦啦小魔仙
微信登录
QQ登录
微博登录
网易邮箱帐号登录
他只是经过
苦尽甘来
离忧
爱说出来
离去
再见是为了更好的遇见
零落（Scattered）
决定
结束时
一人份晚餐
微信登录
QQ登录
微博登录
网易邮箱帐号登录
活着
光阴的故事
揪心的玩笑与漫长的白日梦
这场名叫人生的旅途
我也可以是流浪诗人
突然想到理想这个词
我们都是无名之辈
千禧
椿
哭..
微信登录
QQ登录
微博登录
网易邮箱帐号登录
相安
心动贩卖机
有人喜欢 (萝莉女rapper高甜版)
斯芬克斯星座
那年夏天，那个海边
空的城
这个熟悉又陌生的世界
无法不爱
最后一页
小生不才
微信登录
QQ登录
微博登录
网易邮箱帐号登录
相安
空的城
斯芬克斯星座
那年夏天，那个海边
忽而今夏
偏执狂
温柔
别勉强
重启
有人喜欢 (萝莉女rapper高甜版)
微信登录
QQ登录
微博登录
网易邮箱帐号登录
下坠（prod by百川Rebellious）
不等价交换（prod.ZS beatz）
I'm 卖保险
99%的她（feat.Power Z）
喂你软糖 Gummy
骑大象
COCO
有人喜欢
最酷的小孩
不跟你好了
微信登录
QQ登录
微博登录
网易邮箱帐号登录
空的城
斯芬克斯星座
这个熟悉又陌生的世界
你是人间四月天
平淡日子里的刺
散
不太一样
今天只求一场醉
地摊姑娘
愿你能做自己的舟
微信登录
QQ登录
微博登录
网易邮箱帐号登录
冷却
CLUB（prod.9Zi）
甭颓
风的颜色
篝火旁
Upgrade
返老还童
人海人山
光来之前
月牙湾 (Live)
微信登录
QQ登录
微博登录
网易邮箱帐号登录
夏天的风
起风了
蓝色降落伞
下雨天
这城市风总是很大
皆可
多想在平庸的生活拥抱你
好不好
勿忘我
待我长发及腰
微信登录
QQ登录
微博登录
网易邮箱帐号登录
Vroom
MALIBALI
You're my honey
FXXK AWAY
LOVE WHAT YOU DO
赞誉
Roll in like ball（Prod.Furyl)
Wake up（prod.Khem Lee）
I'm 卖保险
落叶（prod by Lv9）
微信登录
QQ登录
微博登录
网易邮箱帐号登录
星夜
所爱隔山海
山海皆可平
所念皆星河
星河不可及
银河赴约
☾
月色
满目星河
初夏的告白
微信登录
QQ登录
微博登录
网易邮箱帐号登录
我又想你了
天外来物
路过人间
化身孤岛的鲸
如果你也这样过
野心
是但求其爱
如果当时2020
别念
听你说
微信登录
QQ登录
微博登录
网易邮箱帐号登录
望
念
途
鱼
椿
千禧
乐生
南城
避脸
灯火
微信登录
QQ登录
微博登录
网易邮箱帐号登录
雪夜
云上坠落
人间
自由落体
愿山海皆平
你是年少的欢喜
素
Blue Moon (Dorian Remix)
十二
初见
微信登录
QQ登录
微博登录
网易邮箱帐号登录
你是年少的欢喜
关于你的心事
小半
太聪明
有可能的夜晚
暗恋是一个人的事
暗恋
一粒
我会一直陪着你
日记
微信登录
QQ登录
微博登录
网易邮箱帐号登录
愿
烛
恶
藏
缚
罪
懂
想
您
了
微信登录
QQ登录
微博登录
网易邮箱帐号登录
人生若只如初见
世间美好与你环环相扣—莫离（翻自 柏松）
处处吻
好几年
第三人称
你走以后1.0
多想在平庸的生活拥抱你
世间美好与你环环相扣
那女孩对我说 (完整版)
你是人间四月天
微信登录
QQ登录
微博登录
网易邮箱帐号登录
相安
总有一天你会出现在我身边
斯芬克斯星座
散
你走demo
下落不明
空的城
心电
那年夏天，那个海边
重启
微信登录
QQ登录
微博登录
网易邮箱帐号登录
河北今天下雨了
第二杯半价
秋天的童话
COCO
秋天的风
珍珠奶茶
后来
奶茶加糖
秋分
卡路里
微信登录
QQ登录
微博登录
网易邮箱帐号登录
牛仔不是很忙（治愈 减压）
好久不见
大眠
空白格
庸人
雨爱
你走以后1.0
想见你想见你想见你
我要找到你
失眠飞行
微信登录
QQ登录
微博登录
网易邮箱帐号登录
蓉耀十年梦 轨道新生活
遇见
成都
旋木
蜀绣
叹服
小宇
爱转
大鱼
水星记
微信登录
QQ登录
微博登录
网易邮箱帐号登录
可它爱着这个世界
带我去找夜生活
像我这样的人
天外来物
我总是一个人在练习一个人
独行
什么是爱
你给我听好
麻雀
No Fear In My Heart
微信登录
QQ登录
微博登录
网易邮箱帐号登录
我有多么爱你
未答的题
我走后-完整（翻自 小咪） 
这城市风总是很大
回到夏天
如果要心酸
三个字
为了遇见你
念旧的人
夏天的风
微信登录
QQ登录
微博登录
网易邮箱帐号登录
我睡不着
好梦
咁有风在吹
The Best For You
有可能的夜晚 (Live)
月亮拥抱我
香格里拉
不想睡
夜车
晚安
微信登录
QQ登录
微博登录
网易邮箱帐号登录
微光
仲夏夜之梦
睡不着
自己的房间
水星记
全世界陪我失眠
耳朵
放空
离人的月亮
晚安
微信登录
QQ登录
微博登录
网易邮箱帐号登录
空的城
清醒梦
绿洲
相安
配角
斯芬克斯星座
心电
蚍蜉
自渡
自洽
微信登录
QQ登录
微博登录
网易邮箱帐号登录
迟到的歌
夜深人病
No Emotion
躁郁的倾向（李京泽Demo）
爱如潮水（翻自 GAI周延） 
LOVE6
Demo[Cover:李京泽]
他们都不见了
他
Lost myself
微信登录
QQ登录
微博登录
网易邮箱帐号登录
小一
winter
Hey Gril
i adore u
别太大声
我还好
H. (Remix)
I kown
Bae
后面（Prod.by URBOIWHELAN）
微信登录
QQ登录
微博登录
网易邮箱帐号登录
没取名的歌
殉情
欺
HE9
敌意
淹没
冷水
儿豁
K.M.N
粒子们
微信登录
QQ登录
微博登录
网易邮箱帐号登录
这一生关于你的风景
善变（翻自 王婧雯）
野孩子 (男生版) (翻自 杨千嬅) 
不必在乎我是谁 录音室版（翻自 林忆莲） 
我终于懂了（翻自 贺一航）
滴酒不沾到无酒不欢
亲密爱人 (Live)
好久不见
我们的纪念
我爱他
微信登录
QQ登录
微博登录
网易邮箱帐号登录
你不用再给我机会（demo）
在这个年纪也许不配拥有爱情
是我
我一点都不想你
路过而已
骗自己PT.2
说句实话
你不会接我电话
丧 prod by 524（FTF）
你不应该离开我
微信登录
QQ登录
微博登录
网易邮箱帐号登录
你不用再给我机会（demo）
在这个年纪也许不配拥有爱情
是我
你不应该离开我
來日方長
LOVE6
刺猬
逐渐
安乐街
没钥匙的锁
微信登录
QQ登录
微博登录
网易邮箱帐号登录
失色
鲸（whale）
愿
欢
迂回
遗憾
收敛
半个晚安
还你
半
微信登录
QQ登录
微博登录
网易邮箱帐号登录
年轻诗人
时代之梦
冬月拾柒
爱就像一阵微风
盼暖春来
平行世界
火车日记
鼓楼先生
不要把我忘记
再见杰克
微信登录
QQ登录
微博登录
网易邮箱帐号登录
我不押了
从来没在怕
Ghost Writer
Yellow Skin Flow
Tech N9ne-Like I Ain't（小酷Coola remix）
臭弟弟SUCK BROTHER
BONG BONG
POUR IT UP
乌合之众
70%
微信登录
QQ登录
微博登录
网易邮箱帐号登录
经济舱 (Live)
Berry (Live)
冷血 (Live)
嘻哈魂 (Live)
林中游 (Live)
卫星Satellite (Live)
投名状 (Live)
白龙马 (Live)
stand by me (Live)
贰 (Live)
微信登录
QQ登录
微博登录
网易邮箱帐号登录
I Need a Girl，Pt.3
香喷喷 (prod.Masiwei)
Man of the city (feat. 马思唯)
BLOCKDADDY-P2（feat.马思唯）
V5奥利给
不怪她
你说啥
一无所有
想干嘛
花花公子 (KnowKnow Remix)
微信登录
QQ登录
微博登录
网易邮箱帐号登录
断线
暴雨
都市寻情记
♡
没 死 就 别 找 我 了
天空下着小雨
Mine
诗人说梦
今天我只想你了一次（Demo）
同样
微信登录
QQ登录
微博登录
网易邮箱帐号登录
I don't wanna see u anymore
我的新衣
樂色
在海里
聚光灯下
心魔
救赎
找自己
New World
有人相爱，有人夜里开车看海
微信登录
QQ登录
微博登录
网易邮箱帐号登录
狮醒
문제아 (Full Version)
Pass the Rhyme
估计贵（安，氧，爱，Prod.Yuki）
荡漾RIPPLES
get it
SCUM
Tech N9ne-Like I Ain't Remix（Jake King / GlobalZeroThree_环球零三 remix）
火
I am a foo l
微信登录
QQ登录
微博登录
网易邮箱帐号登录
经济舱
Summer Rain
很高兴认识你
偏爱
唯一 (prod.gc)
花花公子 (feat. step.jad)
MY BOO
But U
FALL IN LOVE
Lover Boy 88
微信登录
QQ登录
微博登录
网易邮箱帐号登录
一个流氓的故事
那年
以后的以后
平胸女子
我在这里等你
敬长安
多想在平庸的生活拥抱你
里予
亦是此间少年
这一生关于你的风景
微信登录
QQ登录
微博登录
网易邮箱帐号登录
在这个年纪也许不配拥有爱情
你不用再给我机会（demo）
24/7
Flower
两难
她
你现在还好吗
BINGBIAN病变（prod.jurrivh）
等
雷电
微信登录
QQ登录
微博登录
网易邮箱帐号登录
在这个年纪也许不配拥有爱情
你不用再给我机会（demo）
别自闭
如她
不喜欢下雨天
Honesty（翻自 Pink Sweat$） 
他只是经过
阿司匹林
不跟你好了
最后的短信
微信登录
QQ登录
微博登录
网易邮箱帐号登录
珍珠幻象 (Live)
巴比伦 (Live)
try 1
APHRODITE FREESTYLE (live ver.)
没有人
In&Out
Travel far
水晶 (Live)
成都集团2020cypher (Prod. by HARIKIRI)
加冕
微信登录
QQ登录
微博登录
网易邮箱帐号登录
K.M.N
早点早点
她和她和她
阿司匹林
来自世界的恶意（Prod.by Simon）
特别的
自由国度
通宵
等
刺猬
微信登录
QQ登录
微博登录
网易邮箱帐号登录
再见
我不希望你孤单的去面对整个喧哗世界
我是一只鱼
小王
红色的河 (旅行团 & 吴青峰)
裂缝中的阳光
爱人错过
慈城公园交谊舞
月球
降雨机率
微信登录
QQ登录
微博登录
网易邮箱帐号登录
空心（翻自 光泽） 
他只是经过
信仰
情人
雨爱
是想你的声音啊
空
轻吻
说来话长
悬溺
微信登录
QQ登录
微博登录
网易邮箱帐号登录
Life's A Struggle
九局下半
新三部曲 (Live)
阿司匹林
谁是弟中弟
达尔文的精神病院
Some’ To Say(有些话我想说)(Prod.by Wayshawn)
很高兴认识你
如果我是富二代
R&B All Night
微信登录
QQ登录
微博登录
网易邮箱帐号登录
在这个年纪也许不配拥有爱情
感谢你曾来过
诗人说梦
不喜欢下雨天
